SNP,Chromosome,Position,WEIR_AND_COCKERHAM_FST
3_19200001,3,19200001,0.107112
3_19205001,3,19205001,0.160381
3_19210001,3,19210001,0.146596
3_19215001,3,19215001,0.107112
3_19220001,3,19220001,0.146596
3_19225001,3,19225001,-0.020833
3_19235001,3,19235001,-0.0229361
3_19240001,3,19240001,-0.050821
3_19245001,3,19245001,0.00494871
3_19250001,3,19250001,-0.050821
3_19255001,3,19255001,-0.035824
3_19260001,3,19260001,-0.0385301
3_19265001,3,19265001,0.00494871
3_19270001,3,19270001,-0.050821
3_19275001,3,19275001,-0.050821
3_19280001,3,19280001,-0.050821
3_19285001,3,19285001,-0.00304259
3_19290001,3,19290001,-0.0139485
3_19295001,3,19295001,-0.0199402
3_19300001,3,19300001,-0.016985
3_19305001,3,19305001,0.103765
3_19320001,3,19320001,-0.0229361
3_19325001,3,19325001,0.00494871
3_19330001,3,19330001,0.0997532
3_19335001,3,19335001,0.22184
3_19340001,3,19340001,0.438313
3_19345001,3,19345001,0.196203
3_19350001,3,19350001,0.267039
3_19355001,3,19355001,0.0581032
3_19360001,3,19360001,0.0401707
3_19365001,3,19365001,-0.0541615
3_19370001,3,19370001,0.0838955
3_19375001,3,19375001,-0.0608426
3_19380001,3,19380001,-0.0408752
3_19385001,3,19385001,0.060108
3_19390001,3,19390001,0.0438954
3_19395001,3,19395001,0.0409422
3_19400001,3,19400001,0.0721796
3_19405001,3,19405001,-0.050821
3_19410001,3,19410001,-0.050821
3_19435001,3,19435001,-0.050821
3_19445001,3,19445001,-0.050821
3_19450001,3,19450001,-0.050821
3_19460001,3,19460001,-0.050821
3_19470001,3,19470001,-0.050821
3_19480001,3,19480001,0.181058
3_19485001,3,19485001,0.181058
3_19490001,3,19490001,0.227719
3_19495001,3,19495001,0.260299
3_19500001,3,19500001,-0.0617588
3_19505001,3,19505001,0.144269
3_19510001,3,19510001,0.481187
3_19515001,3,19515001,-0.050821
3_19520001,3,19520001,-0.050821
3_19525001,3,19525001,-0.050821
3_19530001,3,19530001,0.061574
3_19535001,3,19535001,0.111962
3_19540001,3,19540001,0.0467241
3_19545001,3,19545001,-0.050821
3_19550001,3,19550001,0.181058
3_19555001,3,19555001,0.0770538
3_19560001,3,19560001,0.0792391
3_19570001,3,19570001,-0.050821
3_19575001,3,19575001,-0.050821
3_19580001,3,19580001,-0.050821
3_19585001,3,19585001,-0.050821
3_19595001,3,19595001,-0.050821
3_19605001,3,19605001,0.0200729
3_19610001,3,19610001,0.0437042
3_19615001,3,19615001,-0.050821
3_19620001,3,19620001,-0.0323847
3_19625001,3,19625001,-0.0276604
3_19630001,3,19630001,-0.0292519
3_19635001,3,19635001,-0.0280184
3_19640001,3,19640001,0.181058
3_19645001,3,19645001,0.148217
3_19650001,3,19650001,0.181058
3_19655001,3,19655001,0.181058
3_19660001,3,19660001,-0.0285131
3_19665001,3,19665001,0.0188207
3_19670001,3,19670001,-0.0241521
3_19675001,3,19675001,-0.0181922
3_19680001,3,19680001,0.0599413
3_19685001,3,19685001,0.142057
3_19690001,3,19690001,0.156845
3_19695001,3,19695001,0.280118
3_19700001,3,19700001,0.0146008
3_19705001,3,19705001,-0.00569314
3_19710001,3,19710001,0.0180146
3_19715001,3,19715001,0.0507042
3_19720001,3,19720001,0.0707256
3_19725001,3,19725001,-0.0323847
3_19730001,3,19730001,-0.0139485
3_19745001,3,19745001,-0.050821
3_19750001,3,19750001,-0.050821
3_19760001,3,19760001,-0.050821
3_19765001,3,19765001,-0.050821
3_19770001,3,19770001,-0.00667309
3_19775001,3,19775001,0.0271901
3_19780001,3,19780001,0.0374748
3_19785001,3,19785001,0.0374748
3_19790001,3,19790001,0.101841
3_19805001,3,19805001,0.181058
3_19815001,3,19815001,0.0261888
3_19820001,3,19820001,0.103624
3_19825001,3,19825001,0.181058
3_19830001,3,19830001,0.181058
3_19845001,3,19845001,0.146596
3_19860001,3,19860001,-0.050821
3_19890001,3,19890001,0.181058
3_19905001,3,19905001,-0.050821
3_19910001,3,19910001,0.10489
3_19920001,3,19920001,0.0467241
3_19925001,3,19925001,-0.050821
3_19930001,3,19930001,-0.050821
3_19960001,3,19960001,-0.050821
3_19965001,3,19965001,-0.050821
3_19975001,3,19975001,-0.050821
3_19980001,3,19980001,-0.050821
3_19985001,3,19985001,0.00494871
3_19990001,3,19990001,-0.00899371
3_19995001,3,19995001,-0.050821
3_20000001,3,20000001,-0.050821
3_20015001,3,20015001,-0.050821
3_20020001,3,20020001,-0.050821
3_20030001,3,20030001,-0.050821
3_20040001,3,20040001,-0.050821
3_20050001,3,20050001,0.103765
3_20055001,3,20055001,0.218387
3_20060001,3,20060001,0.382154
3_20065001,3,20065001,0.0999421
3_20070001,3,20070001,0.395935
3_20075001,3,20075001,0.000365364
3_20080001,3,20080001,-0.050821
3_20085001,3,20085001,-0.0229361
3_20090001,3,20090001,-0.0323847
3_20095001,3,20095001,0.04678
3_20100001,3,20100001,-0.0443867
3_20105001,3,20105001,-0.00536018
3_20110001,3,20110001,-0.00241797
3_20115001,3,20115001,-0.0139485
3_20130001,3,20130001,0.609633
3_20135001,3,20135001,0.184569
3_20140001,3,20140001,0.26307
3_20145001,3,20145001,-0.0323847
3_20150001,3,20150001,0.193047
3_20155001,3,20155001,-0.0385301
3_20160001,3,20160001,-0.0276604
3_20165001,3,20165001,-0.0119255
3_20170001,3,20170001,0.0743369
3_20175001,3,20175001,0.0776585
3_20180001,3,20180001,0.0390455
3_20185001,3,20185001,-0.0471658
3_20190001,3,20190001,-0.00525687
3_20195001,3,20195001,0.183165
3_20200001,3,20200001,0.367701
3_20205001,3,20205001,0.436753
3_20210001,3,20210001,0.155241
3_20215001,3,20215001,0.0210913
3_20220001,3,20220001,0.123089
3_20225001,3,20225001,-0.050821
3_20230001,3,20230001,-0.0262393
3_20235001,3,20235001,0.0658655
3_20240001,3,20240001,0.0602959
3_20245001,3,20245001,0.390275
3_20250001,3,20250001,0.396608
3_20255001,3,20255001,0.446196
3_20260001,3,20260001,0.630611
3_20265001,3,20265001,0.390267
3_20270001,3,20270001,0.181058
3_20275001,3,20275001,0.421606
3_20280001,3,20280001,0.14095
3_20285001,3,20285001,0.28897
3_20290001,3,20290001,0.0272754
3_20295001,3,20295001,-0.0385301
3_20300001,3,20300001,-0.050821
3_20305001,3,20305001,0.320429
3_20310001,3,20310001,0.409908
3_20315001,3,20315001,0.0335745
3_20320001,3,20320001,-0.0229361
3_20325001,3,20325001,0.142037
3_20330001,3,20330001,0.334338
3_20335001,3,20335001,0.334338
3_20340001,3,20340001,0.132307
3_20345001,3,20345001,0.103765
3_20350001,3,20350001,0.0261876
3_20355001,3,20355001,0.146596
3_20360001,3,20360001,-0.050821
3_20365001,3,20365001,-0.0119255
3_20370001,3,20370001,0.612158
3_20375001,3,20375001,0.301783
3_20380001,3,20380001,0.20042
3_20385001,3,20385001,0.0100679
3_20390001,3,20390001,0.0124756
3_20395001,3,20395001,0.0658655
3_20400001,3,20400001,-0.0183649
3_20405001,3,20405001,0.00494871
3_20415001,3,20415001,0.0712446
3_20420001,3,20420001,0.152067
3_20425001,3,20425001,0.217285
3_20430001,3,20430001,0.0277048
3_20435001,3,20435001,-0.0229361
3_20440001,3,20440001,-0.050821
3_20445001,3,20445001,0.557843
3_20460001,3,20460001,0.00510754
3_20465001,3,20465001,0.162443
3_20470001,3,20470001,0.0658655
3_20475001,3,20475001,0.00666443
3_20480001,3,20480001,0.036923
3_20485001,3,20485001,0.302954
3_20490001,3,20490001,0.487618
3_20495001,3,20495001,0.253511
3_20500001,3,20500001,0.00494871
3_20505001,3,20505001,-0.050821
3_20510001,3,20510001,0.257909
3_20515001,3,20515001,-0.0199402
3_20520001,3,20520001,-0.0136386
3_20525001,3,20525001,0.253511
3_20530001,3,20530001,0.0416473
3_20535001,3,20535001,0.0478874
3_20540001,3,20540001,0.240732
3_20545001,3,20545001,0.276671
3_20550001,3,20550001,0.0075223
3_20555001,3,20555001,0.139735
3_20560001,3,20560001,0.124142
3_20565001,3,20565001,0.30984
3_20570001,3,20570001,0.0452378
3_20575001,3,20575001,0.0221242
3_20580001,3,20580001,-0.0322311
3_20585001,3,20585001,0.180756
3_20590001,3,20590001,-0.0139485
3_20595001,3,20595001,0.195652
3_20600001,3,20600001,-0.0323847
3_20605001,3,20605001,-0.050821
3_20610001,3,20610001,0.487618
3_20615001,3,20615001,0.261513
3_20620001,3,20620001,0.0277048
3_20625001,3,20625001,0.00494871
3_20630001,3,20630001,0.380142
3_20635001,3,20635001,-0.050821
3_20640001,3,20640001,0.181058
3_20645001,3,20645001,0.0166648
3_20650001,3,20650001,0.0996152
3_20655001,3,20655001,0.246075
3_20660001,3,20660001,0.0272754
3_20665001,3,20665001,0.152067
3_20670001,3,20670001,0.142661
3_20675001,3,20675001,0.0107976
3_20680001,3,20680001,0.0748309
3_20685001,3,20685001,-0.0258261
3_20690001,3,20690001,0.0354071
3_20695001,3,20695001,0.199017
3_20700001,3,20700001,0.159297
3_20705001,3,20705001,0.0726743
3_20710001,3,20710001,0.290626
3_20715001,3,20715001,0.241377
3_20720001,3,20720001,0.217709
3_20725001,3,20725001,0.13548
3_20730001,3,20730001,-0.0323847
3_20735001,3,20735001,0.209552
3_20740001,3,20740001,-0.050821
3_20745001,3,20745001,0.00494871
3_20750001,3,20750001,-0.0229361
3_20755001,3,20755001,0.146596
3_20760001,3,20760001,-0.0262393
3_20765001,3,20765001,0.64391
3_20775001,3,20775001,0.159688
3_20780001,3,20780001,0.0395662
3_20785001,3,20785001,-0.050821
3_20790001,3,20790001,-0.0232422
3_20795001,3,20795001,0.184151
3_20805001,3,20805001,-0.0229361
3_20820001,3,20820001,-0.00594856
3_20825001,3,20825001,0.161507
3_20830001,3,20830001,0.230799
3_20835001,3,20835001,0.106231
3_20840001,3,20840001,-0.0119255
3_20845001,3,20845001,-0.020041
3_20850001,3,20850001,0.07247
3_20855001,3,20855001,0.0149846
3_20860001,3,20860001,0.518481
3_20865001,3,20865001,0.401855
3_20870001,3,20870001,0.0829507
3_20875001,3,20875001,0.23962
3_20880001,3,20880001,0.0272754
3_20885001,3,20885001,0.0605149
3_20890001,3,20890001,0.326601
3_20895001,3,20895001,0.0622418
3_20900001,3,20900001,0.301561
3_20905001,3,20905001,0.0651188
3_20910001,3,20910001,0.132307
3_20915001,3,20915001,0.173768
3_20920001,3,20920001,0.0285027
3_20925001,3,20925001,0.125845
3_20930001,3,20930001,-0.0139485
3_20935001,3,20935001,0.123572
3_20940001,3,20940001,0.0272754
3_20945001,3,20945001,0.106567
3_20950001,3,20950001,0.562834
3_20960001,3,20960001,0.157121
3_20965001,3,20965001,0.036923
3_20970001,3,20970001,-0.0139485
3_20975001,3,20975001,-0.050821
3_20980001,3,20980001,-0.0139485
3_20985001,3,20985001,0.00600501
3_20990001,3,20990001,-0.0262393
3_20995001,3,20995001,-0.0262393
3_21000001,3,21000001,0.182463
3_21005001,3,21005001,-0.0231666
3_21010001,3,21010001,0.111291
3_21015001,3,21015001,0.0118939
3_21020001,3,21020001,-0.0231666
3_21025001,3,21025001,-0.0385301
3_21030001,3,21030001,-0.0139485
3_21035001,3,21035001,0.114473
3_21040001,3,21040001,-0.0139485
3_21045001,3,21045001,-0.0361929
3_21050001,3,21050001,-0.0137936
3_21055001,3,21055001,-0.0136412
3_21075001,3,21075001,0.0691977
3_21080001,3,21080001,-0.0139485
3_21085001,3,21085001,0.187612
3_21090001,3,21090001,-0.0032131
3_21095001,3,21095001,-0.0139485
3_21100001,3,21100001,0.132935
3_21105001,3,21105001,0.0661709
3_21110001,3,21110001,0.00126957
3_21115001,3,21115001,0.0957805
3_21120001,3,21120001,0.209523
3_21125001,3,21125001,0.380451
3_21130001,3,21130001,0.612158
3_21135001,3,21135001,0.612158
3_21140001,3,21140001,-0.0139485
3_21145001,3,21145001,-0.0231666
3_21150001,3,21150001,0.251959
3_21155001,3,21155001,0.133178
3_21160001,3,21160001,0.017618
3_21165001,3,21165001,-0.0288184
3_21170001,3,21170001,0.0849371
3_21175001,3,21175001,0.163323
3_21180001,3,21180001,0.0163229
3_21185001,3,21185001,0.465125
3_21190001,3,21190001,0.558726
3_21195001,3,21195001,0.00116927
3_21200001,3,21200001,0.00494871
3_21205001,3,21205001,0.186497
3_21210001,3,21210001,-0.0262393
3_21215001,3,21215001,0.083555
3_21220001,3,21220001,0.0372095
3_21225001,3,21225001,0.116056
3_21230001,3,21230001,0.0333705
3_21235001,3,21235001,0.343209
3_21240001,3,21240001,0.0208627
3_21245001,3,21245001,0.0645093
3_21250001,3,21250001,-0.0447259
3_21255001,3,21255001,0.0742613
3_21260001,3,21260001,0.181058
3_21265001,3,21265001,0.132307
3_21270001,3,21270001,-0.0325359
3_21275001,3,21275001,0.00646039
3_21280001,3,21280001,0.016367
3_21285001,3,21285001,-0.00254821
3_21290001,3,21290001,0.0146376
3_21295001,3,21295001,0.157279
3_21300001,3,21300001,0.0367588
3_21305001,3,21305001,-0.0183649
3_21310001,3,21310001,-0.00914674
3_21315001,3,21315001,-0.0220707
3_21320001,3,21320001,0.06969
3_21325001,3,21325001,-0.0461803
3_21330001,3,21330001,0.12371
3_21335001,3,21335001,-0.0447259
3_21340001,3,21340001,-0.0324754
3_21345001,3,21345001,0.0210796
3_21350001,3,21350001,-0.0230892
3_21355001,3,21355001,-0.03014
3_21360001,3,21360001,0.104266
3_21365001,3,21365001,0.0566194
3_21370001,3,21370001,0.174166
3_21375001,3,21375001,0.00494871
3_21380001,3,21380001,0.10986
3_21385001,3,21385001,0.0837962
3_21395001,3,21395001,0.0166648
3_21400001,3,21400001,-0.050821
3_21405001,3,21405001,-0.00583043
3_21410001,3,21410001,0.173948
3_21415001,3,21415001,0.0386623
3_21420001,3,21420001,-0.00867599
3_21425001,3,21425001,-0.029987
3_21430001,3,21430001,-0.0325359
3_21435001,3,21435001,-0.0323847
3_21440001,3,21440001,0.00999608
3_21445001,3,21445001,0.000264604
3_21450001,3,21450001,0.0408918
3_21455001,3,21455001,0.367701
3_21460001,3,21460001,0.300694
3_21465001,3,21465001,0.215041
3_21470001,3,21470001,0.0752773
3_21475001,3,21475001,-0.027889
3_21480001,3,21480001,0.163011
3_21485001,3,21485001,0.00494871
3_21490001,3,21490001,0.00116927
3_21495001,3,21495001,-0.0370316
3_21500001,3,21500001,-0.0137021
3_21505001,3,21505001,0.035181
3_21510001,3,21510001,0.11204
3_21515001,3,21515001,0.0363912
3_21520001,3,21520001,0.00494871
3_21525001,3,21525001,0.00494871
3_21530001,3,21530001,0.00116927
3_21535001,3,21535001,0.00494871
3_21540001,3,21540001,0.00991327
3_21545001,3,21545001,0.0189553
3_21550001,3,21550001,-0.0355371
3_21555001,3,21555001,0.147568
3_21560001,3,21560001,0.00542481
3_21565001,3,21565001,-0.027889
3_21570001,3,21570001,-0.0325359
3_21575001,3,21575001,-0.0325359
3_21580001,3,21580001,0.0386623
3_21585001,3,21585001,-0.0386309
3_21590001,3,21590001,-0.0232422
3_21595001,3,21595001,0.17827
3_21600001,3,21600001,0.454532
3_21605001,3,21605001,0.175668
3_21610001,3,21610001,0.172011
3_21615001,3,21615001,0.0570299
3_21620001,3,21620001,0.181058
3_21625001,3,21625001,0.181058
3_21630001,3,21630001,-0.0139485
3_21635001,3,21635001,-0.027889
3_21640001,3,21640001,-0.027889
3_21645001,3,21645001,0.000146466
3_21650001,3,21650001,-0.0232422
3_21655001,3,21655001,0.167582
3_21660001,3,21660001,0.127619
3_21665001,3,21665001,0.163827
3_21670001,3,21670001,0.111644
3_21675001,3,21675001,-0.0462497
3_21680001,3,21680001,0.117408
3_21685001,3,21685001,0.00316768
3_21690001,3,21690001,-0.0447259
3_21695001,3,21695001,-0.050821
3_21700001,3,21700001,0.0697984
3_21705001,3,21705001,-0.0416784
3_21710001,3,21710001,-0.050821
3_21715001,3,21715001,-0.00507665
3_21720001,3,21720001,0.0262063
3_21725001,3,21725001,0.0332375
3_21730001,3,21730001,-0.00328867
3_21735001,3,21735001,-0.0325359
3_21740001,3,21740001,0.00646039
3_21745001,3,21745001,-0.0416784
3_21750001,3,21750001,-0.0325359
3_21755001,3,21755001,0.0166648
3_21760001,3,21760001,-0.0139485
3_21765001,3,21765001,0.134683
3_21770001,3,21770001,-0.050821
3_21775001,3,21775001,-0.0416028
3_21780001,3,21780001,0.0554652
3_21785001,3,21785001,-0.050821
3_21790001,3,21790001,-0.00793551
3_21795001,3,21795001,-0.0324351
3_21800001,3,21800001,0.0386623
3_21805001,3,21805001,0.204875
3_21810001,3,21810001,0.0325672
3_21815001,3,21815001,0.0501099
3_21820001,3,21820001,0.19878
3_21825001,3,21825001,0.083555
3_21830001,3,21830001,-0.0325359
3_21835001,3,21835001,-0.0325359
3_21840001,3,21840001,-0.0325359
3_21850001,3,21850001,0.612158
3_21855001,3,21855001,-0.0325359
3_21860001,3,21860001,-0.0325359
3_21865001,3,21865001,0.0262456
3_21870001,3,21870001,0.148425
3_21875001,3,21875001,0.0647222
3_21880001,3,21880001,0.252211
3_21885001,3,21885001,-0.0325359
3_21890001,3,21890001,-0.0325359
3_21895001,3,21895001,-0.0325359
3_21900001,3,21900001,-0.0325359
3_21905001,3,21905001,-0.0325359
3_21910001,3,21910001,-0.0325359
3_21915001,3,21915001,-0.0325359
3_21920001,3,21920001,0.0340153
3_21925001,3,21925001,-0.00976554
3_21930001,3,21930001,-0.050821
3_21935001,3,21935001,0.0758845
3_21940001,3,21940001,-0.050821
3_21945001,3,21945001,-0.050821
3_21950001,3,21950001,-0.050821
3_21955001,3,21955001,-0.050821
3_21960001,3,21960001,0.241067
3_21965001,3,21965001,0.252609
3_21970001,3,21970001,0.209007
3_21975001,3,21975001,0.289637
3_21980001,3,21980001,0.475013
3_21985001,3,21985001,0.0801449
3_21990001,3,21990001,0.121403
3_21995001,3,21995001,0.548691
3_22000001,3,22000001,0.304359
3_22005001,3,22005001,0.466907
3_22010001,3,22010001,0.460004
3_22015001,3,22015001,0.284916
3_22020001,3,22020001,0.181058
3_22030001,3,22030001,0.0651188
3_22035001,3,22035001,0.123089
3_22045001,3,22045001,-0.050821
3_22050001,3,22050001,-0.050821
3_22055001,3,22055001,-0.050821
3_22060001,3,22060001,0.15844
3_22065001,3,22065001,-0.0310215
3_22075001,3,22075001,0.181058
3_22080001,3,22080001,0.181058
3_22085001,3,22085001,0.181058
3_22090001,3,22090001,0.396608
3_22095001,3,22095001,0.181058
3_22100001,3,22100001,0.181058
3_22105001,3,22105001,0.353498
3_22110001,3,22110001,0.181058
3_22115001,3,22115001,0.525938
3_22120001,3,22120001,0.525938
3_22135001,3,22135001,-0.050821
3_22140001,3,22140001,0.181058
3_22150001,3,22150001,0.612158
3_22155001,3,22155001,0.170172
3_22160001,3,22160001,-0.0630449
3_22165001,3,22165001,-0.0691569
3_22170001,3,22170001,-0.0599889
3_22180001,3,22180001,-0.050821
3_22190001,3,22190001,-0.050821
3_22195001,3,22195001,-0.050821
3_22215001,3,22215001,0.181058
3_22225001,3,22225001,-0.050821
3_22230001,3,22230001,0.362227
3_22235001,3,22235001,0.320429
3_22240001,3,22240001,-0.050821
3_22245001,3,22245001,0.103765
3_22250001,3,22250001,0.181058
3_22255001,3,22255001,0.612158
3_22260001,3,22260001,0.456035
3_22265001,3,22265001,-0.0263401
3_22280001,3,22280001,0.181058
3_22285001,3,22285001,0.286426
3_22290001,3,22290001,0.494806
3_22305001,3,22305001,0.134683
3_22310001,3,22310001,0.0651188
3_22315001,3,22315001,-0.0310215
3_22330001,3,22330001,0.181058
3_22335001,3,22335001,-0.050821
3_22340001,3,22340001,0.181058
3_22345001,3,22345001,0.181058
3_22355001,3,22355001,0.222284
3_22360001,3,22360001,0.23762
3_22365001,3,22365001,0.304684
3_22370001,3,22370001,-0.00660305
3_22380001,3,22380001,-0.0279665
3_22385001,3,22385001,-0.0325359
3_22390001,3,22390001,-0.050821
3_22395001,3,22395001,-0.0325359
3_22400001,3,22400001,-0.0386309
3_22405001,3,22405001,-0.0325359
3_22410001,3,22410001,-0.0361929
3_22415001,3,22415001,-0.0371071
3_22420001,3,22420001,-0.0336254
3_22425001,3,22425001,-0.0325359
3_22430001,3,22430001,-0.0263401
3_22435001,3,22435001,-0.0325359
3_22440001,3,22440001,-0.0325359
3_22445001,3,22445001,-0.0325359
3_22450001,3,22450001,-0.027889
3_22455001,3,22455001,-0.0240279
3_22460001,3,22460001,-0.0325359
3_22465001,3,22465001,-0.0325359
3_22470001,3,22470001,-0.0325359
3_22475001,3,22475001,-0.0325359
3_22480001,3,22480001,-0.0325359
3_22485001,3,22485001,-0.0371071
3_22490001,3,22490001,-0.0325359
3_22495001,3,22495001,-0.0325359
3_22500001,3,22500001,-0.0370316
3_22505001,3,22505001,-0.0325359
3_22510001,3,22510001,-0.0325359
3_22515001,3,22515001,-0.0288184
3_22520001,3,22520001,-0.0325359
3_22525001,3,22525001,-0.0325359
3_22530001,3,22530001,0.177465
3_22535001,3,22535001,0.123089
3_22540001,3,22540001,0.313627
3_22545001,3,22545001,0.526424
3_22550001,3,22550001,0.612158
3_22555001,3,22555001,0.612158
3_22560001,3,22560001,0.612158
3_22570001,3,22570001,0.181058
3_22575001,3,22575001,0.181058
3_22585001,3,22585001,0.148217
3_22590001,3,22590001,-0.050821
3_22595001,3,22595001,-0.050821
3_22600001,3,22600001,-0.050821
3_22605001,3,22605001,-0.050821
3_22610001,3,22610001,-0.050821
3_22615001,3,22615001,0.0148137
3_22620001,3,22620001,0.278789
3_22625001,3,22625001,-0.0438575
3_22630001,3,22630001,-0.050821
3_22635001,3,22635001,0.119495
3_22640001,3,22640001,-0.050821
3_22650001,3,22650001,-0.050821
3_22655001,3,22655001,0.167367
3_22660001,3,22660001,-0.0386309
3_22665001,3,22665001,-0.050821
3_22670001,3,22670001,-0.0416784
3_22675001,3,22675001,0.0870554
3_22680001,3,22680001,0.213725
3_22685001,3,22685001,0.13691
3_22690001,3,22690001,0.0944754
3_22695001,3,22695001,0.397765
3_22700001,3,22700001,-0.0325359
3_22705001,3,22705001,-0.0325359
3_22710001,3,22710001,-0.0409212
3_22715001,3,22715001,-0.0359714
3_22720001,3,22720001,0.125678
3_22725001,3,22725001,-0.0535178
3_22730001,3,22730001,0.0554652
3_22735001,3,22735001,-0.0546189
3_22740001,3,22740001,-0.0468611
3_22745001,3,22745001,-0.0359714
3_22750001,3,22750001,-0.0310215
3_22755001,3,22755001,-0.0310215
3_22760001,3,22760001,0.39726
3_22765001,3,22765001,0.406676
3_22770001,3,22770001,0.0552956
3_22775001,3,22775001,-0.0310215
3_22780001,3,22780001,0.0635788
3_22785001,3,22785001,0.0635788
3_22790001,3,22790001,0.0635788
3_22795001,3,22795001,0.00560888
3_22800001,3,22800001,-0.0270527
3_22805001,3,22805001,-0.0270527
3_22810001,3,22810001,-0.050821
3_22815001,3,22815001,-0.0325359
3_22820001,3,22820001,-0.050821
3_22825001,3,22825001,-0.050821
3_22830001,3,22830001,-0.0325359
3_22835001,3,22835001,-0.050821
3_22840001,3,22840001,0.346966
3_22845001,3,22845001,-0.0471639
3_22850001,3,22850001,-0.050821
3_22855001,3,22855001,-0.0416784
3_22860001,3,22860001,0.00558415
3_22865001,3,22865001,-0.0325359
3_22870001,3,22870001,-0.0559489
3_22875001,3,22875001,0.0709775
3_22880001,3,22880001,-0.0386309
3_22885001,3,22885001,-0.0386309
3_22890001,3,22890001,-0.0325359
3_22895001,3,22895001,-0.0416784
3_22900001,3,22900001,-0.0416784
3_22905001,3,22905001,-0.0325359
3_22910001,3,22910001,0.0386623
3_22915001,3,22915001,0.0988634
3_22920001,3,22920001,0.262135
3_22925001,3,22925001,0.00995211
3_22930001,3,22930001,-0.051367
3_22935001,3,22935001,0.0769203
3_22940001,3,22940001,0.187102
3_22945001,3,22945001,0.20355
3_22950001,3,22950001,0.216543
3_22955001,3,22955001,0.0979398
3_22960001,3,22960001,0.140652
3_22965001,3,22965001,0.0391346
3_22970001,3,22970001,-0.0315263
3_22975001,3,22975001,-0.0325359
3_22980001,3,22980001,-0.0325359
3_22990001,3,22990001,-0.0416784
3_23000001,3,23000001,0.245255
3_23005001,3,23005001,0.367701
3_23020001,3,23020001,-0.050821
3_23025001,3,23025001,0.0443955
3_23030001,3,23030001,-0.0325359
3_23035001,3,23035001,0.229972
3_23040001,3,23040001,-0.0589116
3_23045001,3,23045001,-0.050821
3_23055001,3,23055001,-0.050821
3_23060001,3,23060001,-0.0416784
3_23070001,3,23070001,-0.0325359
3_23075001,3,23075001,-0.0325359
3_23080001,3,23080001,-0.0325359
3_23085001,3,23085001,-0.0325359
3_23090001,3,23090001,0.133561
3_23095001,3,23095001,-0.0325359
3_23100001,3,23100001,-0.0325359
3_23110001,3,23110001,0.0665009
3_23115001,3,23115001,-0.00162129
3_23120001,3,23120001,0.0588167
3_23125001,3,23125001,0.460575
3_23130001,3,23130001,0.309679
3_23135001,3,23135001,0.145436
3_23140001,3,23140001,0.0990651
3_23145001,3,23145001,-0.050821
3_23150001,3,23150001,0.0651188
3_23160001,3,23160001,-0.0325359
3_23165001,3,23165001,-0.0416784
3_23170001,3,23170001,-0.0325359
3_23175001,3,23175001,0.166693
3_23180001,3,23180001,0.62144
3_23185001,3,23185001,-0.050821
3_23190001,3,23190001,-0.0325359
3_23195001,3,23195001,0.174855
3_23200001,3,23200001,-0.0325359
3_23205001,3,23205001,0.700321
3_23210001,3,23210001,0.700321
3_23215001,3,23215001,-0.050821
3_23220001,3,23220001,0.0837962
3_23225001,3,23225001,-0.050821
3_23240001,3,23240001,-0.0325359
3_23245001,3,23245001,-0.0325359
3_23250001,3,23250001,-0.0325359
3_23255001,3,23255001,-0.0325359
3_23260001,3,23260001,-0.0416784
3_23265001,3,23265001,-0.0325359
3_23270001,3,23270001,-0.0447259
3_23280001,3,23280001,-0.050821
3_23285001,3,23285001,0.00637894
3_23290001,3,23290001,0.324816
3_23295001,3,23295001,0.784696
3_23300001,3,23300001,0.650286
3_23305001,3,23305001,-0.0139485
3_23315001,3,23315001,0.0348033
3_23320001,3,23320001,-0.0325359
3_23325001,3,23325001,-0.0139485
3_23330001,3,23330001,-0.0139485
3_23340001,3,23340001,0.784696
3_23345001,3,23345001,0.367701
3_23350001,3,23350001,0.272288
3_23355001,3,23355001,0.15844
3_23360001,3,23360001,-0.0232422
3_23365001,3,23365001,-0.0182854
3_23370001,3,23370001,0.0186133
3_23375001,3,23375001,-0.050821
3_23380001,3,23380001,-0.0258261
3_23385001,3,23385001,0.00510754
3_23390001,3,23390001,-0.0133287
3_23395001,3,23395001,0.0241636
3_23400001,3,23400001,0.00510754
3_23405001,3,23405001,0.00494871
3_23410001,3,23410001,0.0947813
3_23415001,3,23415001,0.00510754
3_23420001,3,23420001,-0.0324351
3_23425001,3,23425001,-0.0139485
3_23430001,3,23430001,-0.0232422
3_23435001,3,23435001,-0.0589509
3_23440001,3,23440001,-0.0139485
3_23445001,3,23445001,-0.00744027
3_23450001,3,23450001,-0.050821
3_23455001,3,23455001,-0.0385301
3_23460001,3,23460001,0.253188
3_23465001,3,23465001,0.26307
3_23470001,3,23470001,0.0241636
3_23475001,3,23475001,-0.0866926
3_23480001,3,23480001,-0.083114
3_23485001,3,23485001,-0.0777034
3_23490001,3,23490001,-0.050821
3_23495001,3,23495001,-0.050821
3_23500001,3,23500001,0.0193599
3_23505001,3,23505001,-0.050821
3_23510001,3,23510001,-0.050821
3_23515001,3,23515001,-0.050821
3_23520001,3,23520001,-0.050821
3_23525001,3,23525001,-0.050821
3_23530001,3,23530001,0.0331601
3_23535001,3,23535001,0.0291156
3_23540001,3,23540001,-0.0232422
3_23545001,3,23545001,0.0663236
3_23550001,3,23550001,0.093081
3_23555001,3,23555001,0.0241636
